3/26/2021	136684688	77314	1121	331002647	548206
3/27/2021	140180735	62078	741	331002647	548947
3/28/2021	143462691	43695	507	331002647	549454
3/29/2021	145812835	69420	701	331002647	5501455
3/30/2021	147602345	61240	875	331002647	551030
3/31/2021	150273292	67029	1076	331002647	552106
4/1/2021	153631404	79034	1064	331002647	553170
4/2/2021	157606463	69822	933	331002647	554103
4/3/2021	161688422	62154	676	331002647	554779
4/4/2021	165053746	34282	222	331002647	555001
