3/26/2021	4800931	5025	38	37742157	22809
3/27/2021	4967497	4315	21	37742157	22830
3/28/2021	5113935	4183	25	37742157	22855
3/29/2021	5301234	6262	16	37742157	22871
3/30/2021	5470884	3753	21	37742157	22892
3/31/2021	5690380	8728	68	37742157	22960
4/1/2021	5896845	5741	38	37742157	22998
4/2/2021	6057090	3659	13	37742157	23011
4/3/2021	6258003	7088	27	37742157	23038
4/4/2021	6302985	3512	22	37742157	23060
