3/26/2021	33020952	6235	71	67886004	126755
3/27/2021	33684114	3909	58	67886004	126813
3/28/2021	34125256	3947	21	67886004	126834
3/29/2021	34530295	4783	23	67886004	126857
3/30/2021	35033894	4071	55	67886004	126912
3/31/2021	35660902	4115	43	67886004	126955
4/1/2021	36277136	4565	51	67886004	127006
4/2/2021	36631187	3422	52	67886004	127057
4/3/2021	36904755	3424	10	67886004	127068
4/4/2021	36906757	2405	10	67886004	127078
